Run directory: ./outputs_sam_sirst_hq\NUAA_HQ_mllm_Qwen3_tokenCLIP_BkBiFusionPure_TSP1_TDPxattn03_SC_20260227_162809
MLLM TextConditioner enabled: text_dim=512, params=262656
Text sparse prompt enabled: tokens=1, params=262912
Text dense mask prompt enabled: type=token_xattn, hidden=128, heads=4, alpha=0.3, params=525697
[Epoch 198] loss=nan miou=0.0000 niou=0.0140 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 199] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 200] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 201] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 202] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 203] loss=nan miou=0.0000 niou=0.0561 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 204] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 205] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.9s
[Epoch 206] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 207] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 208] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 209] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 210] loss=nan miou=0.0000 niou=0.0514 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 211] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 212] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 213] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 214] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 215] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 216] loss=nan miou=0.0000 niou=0.0514 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 217] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 218] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 219] loss=nan miou=0.0000 niou=0.0140 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 220] loss=nan miou=0.0000 niou=0.0654 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 221] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 222] loss=nan miou=0.0000 niou=0.0654 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 223] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 224] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 225] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 226] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 227] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 228] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 229] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 230] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 231] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 232] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 233] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 234] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 235] loss=nan miou=0.0000 niou=0.0514 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 236] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 237] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 238] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 239] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 240] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 241] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 242] loss=nan miou=0.0000 niou=0.0514 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 243] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 244] loss=nan miou=0.0000 niou=0.0140 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 245] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 246] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 247] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 248] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 249] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 250] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 251] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 252] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 253] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 254] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 255] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 256] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 257] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 258] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 259] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 260] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 261] loss=nan miou=0.0000 niou=0.0187 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 262] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 263] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 264] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 265] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 266] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 267] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 268] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 269] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 270] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 271] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 272] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 273] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 274] loss=nan miou=0.0000 niou=0.0140 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 275] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 276] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 277] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 278] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 279] loss=nan miou=0.0000 niou=0.0140 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 280] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 281] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 282] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 283] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 284] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 285] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 286] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 287] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.9s
[Epoch 288] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 289] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 290] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=37.0s
[Epoch 291] loss=nan miou=0.0000 niou=0.0654 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 292] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 293] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 294] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.9s
[Epoch 295] loss=nan miou=0.0000 niou=0.0187 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 296] loss=nan miou=0.0000 niou=0.0093 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 297] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.9s
[Epoch 298] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 299] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 300] loss=nan miou=0.0000 niou=0.0607 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 301] loss=nan miou=0.0000 niou=0.0187 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 302] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 303] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 304] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 305] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 306] loss=nan miou=0.0000 niou=0.0093 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 307] loss=nan miou=0.0000 niou=0.0514 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 308] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.7s
[Epoch 309] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.6s
[Epoch 310] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 311] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=36.8s
[Epoch 312] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=51.7s
[Epoch 313] loss=nan miou=0.0000 niou=0.0514 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=50.5s
[Epoch 314] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=54.2s
[Epoch 315] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=56.4s
[Epoch 316] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=55.0s
[Epoch 317] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=60.6s
[Epoch 318] loss=nan miou=0.0000 niou=0.0234 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=65.4s
[Epoch 319] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.8s
[Epoch 320] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=32.1s
[Epoch 321] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.6s
[Epoch 322] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.9s
[Epoch 323] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=32.0s
[Epoch 324] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.9s
[Epoch 325] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=32.2s
[Epoch 326] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.8s
[Epoch 327] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.9s
[Epoch 328] loss=nan miou=0.0000 niou=0.0093 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.8s
[Epoch 329] loss=nan miou=0.0000 niou=0.0327 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.8s
[Epoch 330] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=32.1s
[Epoch 331] loss=nan miou=0.0000 niou=0.0467 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.7s
[Epoch 332] loss=nan miou=0.0000 niou=0.0280 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.8s
[Epoch 333] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.7s
[Epoch 334] loss=nan miou=0.0000 niou=0.0374 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.7s
[Epoch 335] loss=nan miou=0.0000 niou=0.0421 f1=0.0000 pd=0.0000 fa=0.000000 thr=0.40 time=31.8s
