Run directory: ./outputs_sam_sirst_hq/NUDT-SIRST_model-vitt_size256_use_HQ_radial_edge_high_early8_bs4e1000kp1_split-50_50_20260123_221828
[Epoch 001] loss=1.2584 miou=0.0946 niou=0.1150 f1=0.1728 pd=0.9683 fa=0.000591 thr=0.46 time=42.8s
[Epoch 133] loss=0.1400 miou=0.7782 niou=0.7923 f1=0.8753 pd=0.9915 fa=0.000018 thr=0.39 time=40.5s
[Epoch 134] loss=0.1385 miou=0.7797 niou=0.7907 f1=0.8762 pd=0.9947 fa=0.000024 thr=0.41 time=38.4s
[Epoch 135] loss=0.1408 miou=0.7808 niou=0.7916 f1=0.8769 pd=0.9947 fa=0.000021 thr=0.41 time=40.0s
[Epoch 136] loss=0.1410 miou=0.7746 niou=0.7867 f1=0.8730 pd=0.9937 fa=0.000018 thr=0.40 time=40.4s
[Epoch 137] loss=0.1358 miou=0.7766 niou=0.7868 f1=0.8742 pd=0.9947 fa=0.000021 thr=0.41 time=40.5s
[Epoch 138] loss=0.1365 miou=0.7813 niou=0.7929 f1=0.8772 pd=0.9947 fa=0.000019 thr=0.41 time=40.6s
[Epoch 139] loss=0.1399 miou=0.7729 niou=0.7812 f1=0.8719 pd=0.9958 fa=0.000027 thr=0.41 time=40.8s
[Epoch 140] loss=0.1370 miou=0.7730 niou=0.7905 f1=0.8720 pd=0.9947 fa=0.000019 thr=0.40 time=40.4s
[Epoch 141] loss=0.1402 miou=0.7770 niou=0.7864 f1=0.8745 pd=0.9958 fa=0.000025 thr=0.42 time=40.6s
[Epoch 142] loss=0.1375 miou=0.7765 niou=0.7884 f1=0.8742 pd=0.9937 fa=0.000023 thr=0.40 time=40.6s
[Epoch 143] loss=0.1382 miou=0.7712 niou=0.7820 f1=0.8708 pd=0.9937 fa=0.000032 thr=0.42 time=40.6s
[Epoch 144] loss=0.1381 miou=0.7824 niou=0.7928 f1=0.8779 pd=0.9937 fa=0.000021 thr=0.41 time=40.5s
[Epoch 145] loss=0.1354 miou=0.7817 niou=0.7930 f1=0.8775 pd=0.9958 fa=0.000021 thr=0.41 time=40.6s
[Epoch 146] loss=0.1376 miou=0.7802 niou=0.7912 f1=0.8765 pd=0.9958 fa=0.000018 thr=0.41 time=40.7s
[Epoch 147] loss=0.1391 miou=0.7762 niou=0.7883 f1=0.8740 pd=0.9937 fa=0.000024 thr=0.41 time=40.6s
[Epoch 148] loss=0.1368 miou=0.7798 niou=0.7888 f1=0.8763 pd=0.9958 fa=0.000021 thr=0.41 time=40.8s
[Epoch 149] loss=0.1356 miou=0.7765 niou=0.7879 f1=0.8742 pd=0.9947 fa=0.000024 thr=0.42 time=40.6s
[Epoch 150] loss=0.1329 miou=0.7788 niou=0.7917 f1=0.8757 pd=0.9926 fa=0.000023 thr=0.40 time=40.5s
[Epoch 151] loss=0.1349 miou=0.7832 niou=0.7960 f1=0.8784 pd=0.9937 fa=0.000016 thr=0.40 time=40.7s
[Epoch 152] loss=0.1354 miou=0.7820 niou=0.7966 f1=0.8776 pd=0.9937 fa=0.000021 thr=0.40 time=40.5s
[Epoch 153] loss=0.1363 miou=0.7772 niou=0.7881 f1=0.8746 pd=0.9947 fa=0.000025 thr=0.41 time=40.2s
[Epoch 154] loss=0.1362 miou=0.7804 niou=0.7887 f1=0.8767 pd=0.9926 fa=0.000026 thr=0.41 time=40.4s
[Epoch 155] loss=0.1388 miou=0.7804 niou=0.7936 f1=0.8767 pd=0.9958 fa=0.000022 thr=0.40 time=40.5s
[Epoch 156] loss=0.1365 miou=0.7811 niou=0.7920 f1=0.8771 pd=0.9937 fa=0.000020 thr=0.40 time=40.5s
[Epoch 157] loss=0.1301 miou=0.7831 niou=0.7933 f1=0.8784 pd=0.9937 fa=0.000020 thr=0.40 time=40.4s
[Epoch 158] loss=0.1319 miou=0.7788 niou=0.7910 f1=0.8756 pd=0.9958 fa=0.000022 thr=0.41 time=40.7s
[Epoch 159] loss=0.1358 miou=0.7767 niou=0.7892 f1=0.8743 pd=0.9937 fa=0.000023 thr=0.40 time=40.7s
[Epoch 160] loss=0.1371 miou=0.7702 niou=0.7794 f1=0.8702 pd=0.9958 fa=0.000027 thr=0.42 time=40.7s
[Epoch 161] loss=0.1307 miou=0.7815 niou=0.7950 f1=0.8774 pd=0.9937 fa=0.000019 thr=0.41 time=40.6s
[Epoch 162] loss=0.1348 miou=0.7787 niou=0.7913 f1=0.8756 pd=0.9958 fa=0.000021 thr=0.41 time=40.6s
[Epoch 163] loss=0.1306 miou=0.7802 niou=0.7915 f1=0.8765 pd=0.9926 fa=0.000021 thr=0.40 time=40.7s
[Epoch 164] loss=0.1326 miou=0.7817 niou=0.7919 f1=0.8774 pd=0.9947 fa=0.000019 thr=0.41 time=40.9s
[Epoch 165] loss=0.1317 miou=0.7748 niou=0.7856 f1=0.8731 pd=0.9947 fa=0.000028 thr=0.42 time=40.5s
[Epoch 166] loss=0.1340 miou=0.7805 niou=0.7925 f1=0.8767 pd=0.9947 fa=0.000020 thr=0.41 time=40.5s
[Epoch 167] loss=0.1308 miou=0.7816 niou=0.7899 f1=0.8774 pd=0.9937 fa=0.000020 thr=0.41 time=40.6s
[Epoch 168] loss=0.1313 miou=0.7704 niou=0.7828 f1=0.8703 pd=0.9937 fa=0.000026 thr=0.41 time=40.7s
[Epoch 169] loss=0.1357 miou=0.7774 niou=0.7859 f1=0.8748 pd=0.9947 fa=0.000026 thr=0.42 time=40.6s
[Epoch 170] loss=0.1335 miou=0.7763 niou=0.7852 f1=0.8741 pd=0.9958 fa=0.000025 thr=0.41 time=40.8s
[Epoch 171] loss=0.1312 miou=0.7761 niou=0.7869 f1=0.8739 pd=0.9947 fa=0.000020 thr=0.41 time=40.8s
[Epoch 172] loss=0.1312 miou=0.7781 niou=0.7879 f1=0.8752 pd=0.9937 fa=0.000025 thr=0.41 time=40.7s
[Epoch 173] loss=0.1303 miou=0.7758 niou=0.7869 f1=0.8737 pd=0.9915 fa=0.000027 thr=0.41 time=40.7s
[Epoch 174] loss=0.1313 miou=0.7786 niou=0.7914 f1=0.8755 pd=0.9937 fa=0.000017 thr=0.40 time=40.9s
[Epoch 175] loss=0.1319 miou=0.7742 niou=0.7863 f1=0.8727 pd=0.9958 fa=0.000018 thr=0.41 time=40.2s
[Epoch 176] loss=0.1304 miou=0.7777 niou=0.7878 f1=0.8749 pd=0.9937 fa=0.000028 thr=0.41 time=39.3s
[Epoch 177] loss=0.1293 miou=0.7800 niou=0.7928 f1=0.8764 pd=0.9915 fa=0.000028 thr=0.42 time=39.4s
[Epoch 178] loss=0.1299 miou=0.7773 niou=0.7884 f1=0.8747 pd=0.9947 fa=0.000022 thr=0.41 time=39.5s
[Epoch 179] loss=0.1298 miou=0.7805 niou=0.7919 f1=0.8767 pd=0.9915 fa=0.000022 thr=0.41 time=39.0s
[Epoch 180] loss=0.1283 miou=0.7828 niou=0.7923 f1=0.8782 pd=0.9937 fa=0.000020 thr=0.40 time=38.8s
[Epoch 181] loss=0.1311 miou=0.7776 niou=0.7866 f1=0.8749 pd=0.9937 fa=0.000026 thr=0.42 time=39.1s
[Epoch 182] loss=0.1287 miou=0.7774 niou=0.7886 f1=0.8748 pd=0.9947 fa=0.000026 thr=0.41 time=39.1s
[Epoch 183] loss=0.1285 miou=0.7813 niou=0.7918 f1=0.8772 pd=0.9947 fa=0.000022 thr=0.41 time=39.5s
[Epoch 184] loss=0.1289 miou=0.7760 niou=0.7865 f1=0.8739 pd=0.9947 fa=0.000026 thr=0.41 time=38.9s
[Epoch 185] loss=0.1283 miou=0.7771 niou=0.7877 f1=0.8745 pd=0.9958 fa=0.000025 thr=0.41 time=38.9s
[Epoch 186] loss=0.1306 miou=0.7716 niou=0.7844 f1=0.8711 pd=0.9926 fa=0.000023 thr=0.39 time=39.0s
[Epoch 187] loss=0.1285 miou=0.7806 niou=0.7925 f1=0.8768 pd=0.9937 fa=0.000023 thr=0.41 time=39.0s
[Epoch 188] loss=0.1293 miou=0.7764 niou=0.7858 f1=0.8741 pd=0.9947 fa=0.000027 thr=0.40 time=38.9s
[Epoch 189] loss=0.1293 miou=0.7798 niou=0.7920 f1=0.8763 pd=0.9947 fa=0.000021 thr=0.40 time=39.0s
[Epoch 190] loss=0.1256 miou=0.7820 niou=0.7935 f1=0.8777 pd=0.9968 fa=0.000017 thr=0.40 time=38.7s
[Epoch 191] loss=0.1250 miou=0.7726 niou=0.7817 f1=0.8717 pd=0.9947 fa=0.000030 thr=0.42 time=39.0s
[Epoch 192] loss=0.1276 miou=0.7767 niou=0.7867 f1=0.8743 pd=0.9947 fa=0.000026 thr=0.41 time=39.1s
[Epoch 193] loss=0.1271 miou=0.7814 niou=0.7933 f1=0.8773 pd=0.9947 fa=0.000022 thr=0.41 time=39.1s
[Epoch 194] loss=0.1268 miou=0.7760 niou=0.7888 f1=0.8738 pd=0.9937 fa=0.000027 thr=0.40 time=39.2s
[Epoch 195] loss=0.1268 miou=0.7835 niou=0.7936 f1=0.8786 pd=0.9968 fa=0.000021 thr=0.41 time=39.0s
[Epoch 196] loss=0.1273 miou=0.7766 niou=0.7863 f1=0.8742 pd=0.9937 fa=0.000022 thr=0.40 time=39.2s
