epoch,train_loss,miou,niou,f1,pd,fa,thr,time_sec
1,1.3239275683056224,0.1484036189621654,0.32495232073433067,0.25845202246276555,0.9841269830855799,0.0018120731215878726,0.48268072289156644,41.55124092102051
