epoch,train_loss,miou,niou,f1,pd,fa,thr,time_sec
1,1.298348867712599,0.2278457944699392,0.35399204350065394,0.37113096041233773,0.9746031735718484,0.0007611010448041994,0.4328313253012041,41.48050785064697
